STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PRCP,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09
USW00013728,"DANVILLE REGIONAL AIRPORT, VA US",36.57286,-79.33496,168.2,12/14/2023,1.12,0,51,24,0,0,0,0,0,0,0,0
USW00013728,"DANVILLE REGIONAL AIRPORT, VA US",36.57286,-79.33496,168.2,12/15/2023,1.79,0,60,23,0,0,0,0,0,0,0,0
USW00013728,"DANVILLE REGIONAL AIRPORT, VA US",36.57286,-79.33496,168.2,12/16/2023,1.57,0,55,25,0,0,0,0,0,0,0,0
USW00013728,"DANVILLE REGIONAL AIRPORT, VA US",36.57286,-79.33496,168.2,12/17/2023,9.4,1.74,52,42,1,0,0,0,0,0,0,0
USW00013728,"DANVILLE REGIONAL AIRPORT, VA US",36.57286,-79.33496,168.2,12/18/2023,12.97,0,55,34,0,0,0,0,0,0,0,0
USW00013728,"DANVILLE REGIONAL AIRPORT, VA US",36.57286,-79.33496,168.2,12/19/2023,8.95,0,44,26,0,0,0,0,0,0,0,0
USW00013728,"DANVILLE REGIONAL AIRPORT, VA US",36.57286,-79.33496,168.2,12/20/2023,1.12,0,49,20,0,0,0,0,0,0,0,0
USW00013728,"DANVILLE REGIONAL AIRPORT, VA US",36.57286,-79.33496,168.2,12/21/2023,0.89,0,54,22,0,0,0,0,0,0,0,0
USW00013728,"DANVILLE REGIONAL AIRPORT, VA US",36.57286,-79.33496,168.2,12/22/2023,1.79,0,56,27,0,0,0,0,0,0,0,0
USW00013728,"DANVILLE REGIONAL AIRPORT, VA US",36.57286,-79.33496,168.2,12/23/2023,1.34,0,59,32,0,0,0,0,0,0,0,0
USW00013728,"DANVILLE REGIONAL AIRPORT, VA US",36.57286,-79.33496,168.2,12/24/2023,1.12,0,67,32,0,0,0,0,0,0,0,0
USW00013728,"DANVILLE REGIONAL AIRPORT, VA US",36.57286,-79.33496,168.2,12/25/2023,4.92,0,60,38,0,0,0,0,0,0,0,0
USW00013728,"DANVILLE REGIONAL AIRPORT, VA US",36.57286,-79.33496,168.2,12/26/2023,7.38,0.9,55,48,1,0,0,0,0,0,0,0
USW00013728,"DANVILLE REGIONAL AIRPORT, VA US",36.57286,-79.33496,168.2,12/27/2023,4.7,0.38,60,48,1,1,0,0,0,0,0,0
USW00013728,"DANVILLE REGIONAL AIRPORT, VA US",36.57286,-79.33496,168.2,12/28/2023,3.8,0,58,35,1,1,0,0,0,0,0,0
USW00013728,"DANVILLE REGIONAL AIRPORT, VA US",36.57286,-79.33496,168.2,12/29/2023,3.8,0.04,51,30,1,0,0,0,0,0,0,0
USW00013728,"DANVILLE REGIONAL AIRPORT, VA US",36.57286,-79.33496,168.2,12/30/2023,5.82,0,49,25,0,0,0,0,0,0,0,0
USW00013728,"DANVILLE REGIONAL AIRPORT, VA US",36.57286,-79.33496,168.2,12/31/2023,3.58,0,52,24,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/1/2023,4.03,0,64,46,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/2/2023,4.47,0,65,46,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/3/2023,13.65,0,71,50,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/4/2023,13.2,0.05,70,64,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/5/2023,8.05,0,65,50,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/6/2023,6.26,0,57,41,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/7/2023,3.8,0,51,37,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/8/2023,6.93,0.3,45,39,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/9/2023,6.04,0.06,51,33,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/10/2023,2.68,0,49,29,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/11/2023,4.7,0,49,30,1,1,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/12/2023,12.3,0.01,67,47,0,0,1,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/13/2023,11.63,0.26,59,41,1,0,1,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/14/2023,15.66,0,42,34,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/15/2023,11.18,0,42,31,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/16/2023,6.04,0,52,31,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/17/2023,11.41,0.05,52,34,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/18/2023,7.61,0,61,44,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/19/2023,12.08,0,70,43,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/20/2023,8.72,0,63,42,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/21/2023,6.93,0,47,37,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/22/2023,6.04,0.51,58,34,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/23/2023,7.83,0.05,52,40,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/24/2023,3.8,0,52,34,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/25/2023,9.62,1.32,62,33,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/26/2023,10.29,0.07,60,40,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/27/2023,4.7,0,47,33,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/28/2023,7.83,0,59,30,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/29/2023,7.61,0,58,35,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/30/2023,2.46,0.42,55,44,1,1,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,1/31/2023,11.41,0.02,55,42,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,2/1/2023,13.65,0.14,42,37,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,2/2/2023,4.92,0.04,40,36,0,0,0,1,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,2/3/2023,12.08,0,44,27,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,2/4/2023,8.95,0,34,22,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,2/5/2023,9.84,0,57,29,1,1,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,2/6/2023,8.05,0.05,56,42,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,2/7/2023,6.49,0,58,31,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,2/8/2023,7.61,0,62,48,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,2/9/2023,12.3,0,72,47,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,2/10/2023,12.08,0,74,49,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,2/11/2023,9.17,0,49,43,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,2/12/2023,17,0.88,51,43,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,2/13/2023,9.17,0.85,60,40,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,2/14/2023,4.92,0,56,35,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,2/15/2023,12.97,0,75,44,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,2/16/2023,14.99,0,76,57,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,2/17/2023,17.22,0.13,70,39,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,2/18/2023,8.95,0,45,34,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,2/19/2023,11.18,0,63,32,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,2/20/2023,11.63,0,62,53,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,2/21/2023,7.16,0,72,51,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,2/22/2023,10.29,0,75,48,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,2/23/2023,13.42,0,81,65,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,2/24/2023,13.42,0,71,48,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,2/25/2023,9.4,0.41,49,41,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,2/26/2023,8.28,0,54,41,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,2/27/2023,10.74,0.01,61,45,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,2/28/2023,7.83,0,62,48,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/1/2023,5.82,0,56,44,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/2/2023,6.04,0.4,66,48,1,0,1,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/3/2023,12.53,0.15,70,49,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/4/2023,14.32,0,71,51,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/5/2023,5.82,0,64,45,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/6/2023,8.28,0,57,42,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/7/2023,14.09,0,61,47,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/8/2023,13.2,0,50,37,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/9/2023,9.17,0,52,38,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/10/2023,6.93,0,53,37,1,0,0,0,0,0,1,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/11/2023,12.75,0,51,42,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/12/2023,7.61,0.08,46,40,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/13/2023,9.84,0.6,47,42,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/14/2023,10.96,0,50,36,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/15/2023,10.07,0,53,34,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/16/2023,6.71,0,62,35,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/17/2023,17,0,73,46,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/18/2023,9.4,0.16,62,44,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/19/2023,9.4,0,48,40,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/20/2023,6.71,0,44,33,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/21/2023,5.59,0,58,30,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/22/2023,6.93,0,65,43,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/23/2023,16.33,0,81,51,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/24/2023,14.32,0,79,48,0,0,0,0,0,0,1,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/25/2023,13.42,0,79,48,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/26/2023,6.93,0,68,51,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/27/2023,8.28,0.05,75,51,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/28/2023,6.26,0.23,57,47,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/29/2023,9.17,0.25,56,45,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/30/2023,11.18,0,51,42,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,3/31/2023,14.76,0.08,74,41,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,4/1/2023,25.72,0.06,77,58,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,4/2/2023,8.95,0,60,45,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,4/3/2023,10.07,0,71,43,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,4/4/2023,7.61,0,77,60,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,4/5/2023,11.18,0,85,59,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,4/6/2023,14.32,0,85,66,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,4/7/2023,12.97,0.54,66,46,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,4/8/2023,14.09,0.04,52,45,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,4/9/2023,15.66,0,55,47,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,4/10/2023,8.28,0,55,40,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,4/11/2023,7.38,0,72,38,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,4/12/2023,8.5,0,81,52,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,4/13/2023,8.72,0,82,55,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,4/14/2023,9.17,0.03,74,57,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,4/15/2023,8.05,0,80,64,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,4/16/2023,10.51,0.02,82,60,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,4/17/2023,9.17,0,71,52,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,4/18/2023,10.96,0,76,49,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,4/19/2023,9.62,0,69,53,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,4/20/2023,9.17,0,88,57,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,4/21/2023,12.08,0,88,62,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,4/22/2023,11.18,1.2,80,59,1,0,1,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,4/23/2023,6.71,0,71,55,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,4/24/2023,10.74,0,60,50,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,4/25/2023,6.93,0,61,45,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,4/26/2023,6.49,0,67,50,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,4/27/2023,6.26,0.01,70,56,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,4/28/2023,8.72,0.75,69,59,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,4/29/2023,5.82,0,71,58,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,4/30/2023,8.95,1.3,75,61,1,0,1,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/1/2023,13.65,0,67,52,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/2/2023,11.18,0,69,53,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/3/2023,6.71,0.01,64,50,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/4/2023,7.38,0,64,50,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/5/2023,5.59,0,67,48,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/6/2023,5.59,0,70,55,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/7/2023,9.4,0.18,83,55,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/8/2023,6.26,0,85,65,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/9/2023,9.84,0,71,59,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/10/2023,8.28,0,69,56,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/11/2023,7.16,0,79,54,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/12/2023,12.97,0,86,63,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/13/2023,12.53,0.09,85,65,1,0,1,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/14/2023,8.5,0.14,71,58,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/15/2023,4.92,0,73,53,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/16/2023,13.42,0.25,82,61,1,0,1,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/17/2023,10.07,0.53,74,60,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/18/2023,10.51,0,66,59,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/19/2023,11.41,0.13,69,63,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/20/2023,7.83,0.02,76,63,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/21/2023,8.28,0,71,58,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/22/2023,8.72,0,74,56,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/23/2023,15.43,0,67,59,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/24/2023,11.86,0,69,57,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/25/2023,13.42,0,64,55,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/26/2023,16.11,0,67,56,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/27/2023,17.67,0.01,66,59,0,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/28/2023,12.97,0.64,65,60,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/29/2023,6.26,0.2,77,63,1,0,1,0,0,0,1,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/30/2023,14.76,0.51,64,59,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,5/31/2023,12.53,0,70,59,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,6/1/2023,10.96,0.02,67,63,1,0,0,0,0,0,0,0
USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",36.90371,-76.19266,3.3,6/2/2023,7.38,0,75,64,1,0,0,0,0,0,0,0
